dom1,dom2,ipfam,threedid
PF00162,PF03721,0,0
PF00162,PF00575,0,0
PF00162,PF00439,0,0
PF00162,PF07690,0,0
PF00162,PF08245,0,0
PF00162,PF08267,0,0
PF00162,PF04055,0,0
PF00162,PF08541,0,0
PF00162,PF01370,0,0
PF00162,PF00586,0,0
PF00162,PF03144,0,0
PF00162,PF03143,0,0
PF00162,PF02774,0,0
PF00162,PF02119,0,0
PF00162,PF00400,0,0
PF00162,PF04551,0,0
PF00162,PF00566,0,0
PF00162,PF00278,0,0
PF00162,PF00291,0,0
PF00163,PF00400,0,0
PF00163,PF00333,1,0
PF00163,PF02978,0,0
PF00163,PF02586,0,0
PF00163,PF01189,0,0
PF00163,PF00253,0,0
PF00163,PF00254,0,0
PF00163,PF02357,0,0
PF00163,PF00620,0,0
PF00163,PF04378,0,0
PF00163,PF01728,0,0
PF00163,PF05291,0,0
PF00163,PF00589,0,0
PF00163,PF03118,0,0
PF00163,PF01872,0,0
PF00163,PF05000,0,0
PF00163,PF00455,0,0
PF00163,PF02784,0,0
PF00163,PF01016,0,0
PF00163,PF00707,0,0
PF00163,PF00623,0,0
PF00163,PF03947,0,0
PF00163,PF02678,0,0
PF00163,PF00416,0,0
PF00163,PF00417,0,0
PF00163,PF04983,0,0
PF00163,PF00515,0,0
PF00163,PF01479,1,1
PF00163,PF00203,0,0
PF00163,PF00181,0,0
PF00163,PF01193,0,0
PF00163,PF00687,0,0
PF00163,PF00189,1,1
PF00163,PF01196,0,0
PF00163,PF02954,0,0
PF00163,PF08220,0,0
PF00163,PF02548,0,0
PF00163,PF00573,0,0
PF00163,PF02542,0,0
PF00163,PF01000,0,0
PF00163,PF00448,0,0
PF00163,PF00270,0,0
PF00163,PF04998,0,0
PF00163,PF03719,1,1
PF00163,PF00462,0,0
PF00163,PF00278,0,0
PF00163,PF02130,0,0
PF00163,PF04997,0,0
PF00163,PF00466,0,0
PF00160,PF01625,0,0
PF00160,PF00607,1,1
PF00160,PF02985,0,0
PF00160,PF00160,1,1
PF00160,PF00240,0,0
PF00160,PF02374,0,0
PF00160,PF06068,0,0
PF00160,PF08799,1,1
PF00160,PF01266,0,0
PF00160,PF02752,0,0
PF00160,PF02893,0,0
PF00160,PF02518,0,0
PF00160,PF00515,0,0
PF00160,PF02178,0,0
PF00161,PF02258,1,1
PF00161,PF00161,1,1
PF00161,PF00652,1,1
PF00166,PF00254,0,0
PF00166,PF02899,0,0
PF00166,PF00275,0,0
PF00166,PF00583,0,0
PF00166,PF00701,0,0
PF00166,PF00166,1,1
PF00166,PF02207,0,0
PF00166,PF02518,0,0
PF00166,PF00271,0,0
PF00166,PF04055,0,0
PF00166,PF01053,0,0
PF00166,PF01926,0,0
PF00166,PF03952,0,0
PF00166,PF01255,0,0
PF00166,PF02875,0,0
PF00167,PF07679,1,1
PF00167,PF00168,0,1
PF00167,PF00167,1,1
PF00164,PF01176,0,1
PF00164,PF00333,0,0
PF00164,PF02576,0,0
PF00164,PF00380,0,0
PF00164,PF00366,1,1
PF00164,PF00472,0,1
PF00164,PF00410,1,0
PF00165,PF00830,0,0
PF00165,PF03118,1,1
PF00165,PF00380,0,0
PF00165,PF00165,1,1
PF00165,PF02518,0,0
PF00165,PF00573,0,0
PF00165,PF00266,0,0
PF00165,PF02805,1,0
PF00165,PF01590,0,0
PF00165,PF00181,0,0
PF00165,PF07650,0,0
PF00165,PF06445,1,1
PF00165,PF01475,0,0
PF00165,PF01751,0,0
PF00165,PF05958,0,0
PF00165,PF00589,0,0
PF00165,PF00496,0,0
PF00165,PF01966,0,0
PF00165,PF00483,0,0
PF00165,PF01336,0,0
PF00165,PF00271,0,0
PF00165,PF01253,0,0
PF00165,PF00466,0,0
PF00165,PF07972,0,0
PF04203,PF04203,1,1
PF04201,PF04201,0,0
PF04200,PF04200,0,1
PF00768,PF07943,1,1
PF00768,PF01584,0,0
PF00768,PF00768,1,1
PF00768,PF09211,1,1
PF00769,PF10148,0,0
PF00769,PF01776,0,0
PF00769,PF06623,0,0
PF00769,PF09007,1,0
PF00769,PF09380,0,1
PF00769,PF00769,1,1
PF00769,PF09379,0,1
PF00769,PF04739,0,0
PF00764,PF01052,0,0
PF00764,PF01432,0,0
PF00764,PF08502,0,0
PF00764,PF04055,0,0
PF00764,PF00764,1,1
PF00764,PF00994,0,0
PF00764,PF07690,0,0
PF00766,PF02770,1,0
PF00766,PF01012,1,1
PF00760,PF00760,1,1
PF00762,PF01266,0,0
PF00762,PF00762,1,1
PF00763,PF02893,0,0
PF00763,PF01015,0,0
PF00763,PF01247,0,0
PF00763,PF02882,1,1
PF00763,PF01777,0,0
PF00763,PF01052,0,0
PF00184,PF00184,1,1
PF00185,PF00258,0,0
PF00185,PF03810,0,0
PF00185,PF00376,0,0
PF00185,PF01344,0,0
PF00185,PF00928,0,0
PF00185,PF01979,0,1
PF00185,PF02748,1,1
PF00185,PF02729,1,1
PF00185,PF01361,0,0
PF00185,PF00185,1,1
PF00185,PF01433,0,0
PF00185,PF00208,0,0
PF00185,PF03029,0,0
PF00185,PF00806,0,0
PF00185,PF00443,0,0
PF00185,PF00481,0,0
PF00185,PF02540,0,0
PF00185,PF01842,0,0
PF00185,PF01948,0,0
PF00185,PF00569,0,0
PF00185,PF00505,0,0
PF00185,PF01063,0,0
PF00186,PF00186,1,1
PF00186,PF00303,1,1
PF00186,PF00397,0,0
PF00186,PF00587,0,0
PF00187,PF00187,1,1
PF00180,PF00318,0,0
PF00180,PF03810,0,0
PF00180,PF01433,0,0
PF00180,PF02344,0,0
PF00180,PF02787,0,0
PF00180,PF00515,0,0
PF00180,PF08389,0,0
PF00180,PF00180,1,1
PF00180,PF00224,0,0
PF00180,PF02985,0,0
PF00180,PF06068,0,0
PF00180,PF00244,0,0
PF00180,PF02883,0,0
PF00180,PF08327,0,0
PF00180,PF03143,0,0
PF00180,PF03731,0,0
PF00180,PF00632,0,0
PF00180,PF00400,0,0
PF00180,PF02874,0,0
PF00180,PF00271,0,0
PF00180,PF00501,0,0
PF00180,PF00505,0,0
PF00180,PF00397,0,0
PF00181,PF00196,0,0
PF00181,PF01189,0,0
PF00181,PF00378,0,0
PF00181,PF00333,0,0
PF00181,PF07977,0,0
PF00181,PF02586,0,0
PF00181,PF00266,0,0
PF00181,PF00253,0,0
PF00181,PF00313,0,0
PF00181,PF01509,0,0
PF00181,PF01238,0,0
PF00181,PF08079,0,0
PF00181,PF04293,0,0
PF00181,PF03118,0,0
PF00181,PF01000,0,0
PF00181,PF01168,0,0
PF00181,PF03602,0,0
PF00181,PF03960,0,0
PF00181,PF00532,0,0
PF00181,PF00271,0,0
PF00181,PF00611,0,0
PF00181,PF02578,0,0
PF00181,PF02954,0,0
PF00181,PF03947,1,1
PF00181,PF02518,0,0
PF00181,PF04542,0,0
PF00181,PF03946,0,0
PF00181,PF00575,0,0
PF00181,PF00347,0,0
PF00181,PF02926,0,0
PF00181,PF04055,0,0
PF00181,PF00416,0,0
PF00181,PF00417,0,0
PF00181,PF00472,0,0
PF00181,PF00411,0,0
PF00181,PF01479,0,0
PF00181,PF08240,0,0
PF00181,PF00203,0,0
PF00181,PF00181,1,0
PF00181,PF01985,0,0
PF00181,PF02985,0,0
PF00181,PF01193,0,0
PF00181,PF00303,0,0
PF00181,PF01750,0,0
PF00181,PF01751,0,0
PF00181,PF04607,0,0
PF00181,PF01266,0,0
PF00181,PF00551,0,0
PF00181,PF01926,0,0
PF00181,PF03167,0,0
PF00181,PF01050,0,0
PF00181,PF00589,0,0
PF00181,PF00189,0,0
PF00181,PF01557,0,0
PF00181,PF00298,0,0
PF00181,PF00436,0,0
PF00181,PF00933,0,0
PF00181,PF00297,0,0
PF00181,PF00573,0,0
PF00181,PF03668,0,0
PF00181,PF00466,0,0
PF00181,PF00467,0,0
PF00181,PF00455,0,0
PF00181,PF01780,1,1
PF00181,PF00216,0,0
PF00181,PF01142,0,0
PF00181,PF00795,0,0
PF00181,PF02784,0,0
PF00181,PF01336,0,0
PF00181,PF03308,0,0
PF00181,PF00276,0,0
PF00181,PF02737,0,0
PF00181,PF00633,0,0
PF00181,PF00294,0,0
PF00181,PF00278,0,0
PF00181,PF02130,0,0
PF00181,PF00773,0,0
PF00181,PF03486,0,0
PF00181,PF01602,0,0
PF00182,PF00182,1,1
PF00183,PF00258,0,0
PF00183,PF03810,0,0
PF00183,PF00254,0,0
PF00183,PF00339,0,0
PF00183,PF01433,0,0
PF00183,PF08726,0,0
PF00183,PF00224,0,0
PF00183,PF00682,0,0
PF00183,PF00226,0,0
PF00183,PF02518,1,1
PF00183,PF09229,1,1
PF00183,PF01472,0,0
PF00183,PF05239,0,0
PF00183,PF01590,0,0
PF00183,PF00515,1,0
PF00183,PF03234,0,0
PF00183,PF00324,0,0
PF00183,PF04386,0,0
PF00183,PF07690,0,0
PF00183,PF00183,1,1
PF00183,PF02736,0,0
PF00183,PF00364,0,0
PF00183,PF06068,0,0
PF00183,PF02866,0,0
PF00183,PF03006,0,0
PF00183,PF00244,0,0
PF00183,PF09770,0,0
PF00183,PF00674,0,0
PF00183,PF01965,0,0
PF00183,PF03372,0,0
PF00183,PF00773,0,0
PF00183,PF07647,0,0
PF00183,PF00583,0,0
PF00183,PF04564,1,0
PF00183,PF00462,0,0
PF00183,PF04997,0,0
PF00183,PF00291,0,0
PF00188,PF00188,1,1
PF00188,PF00234,0,0
PF00188,PF08562,1,1
PF00189,PF00877,0,0
PF00189,PF00333,1,1
PF00189,PF00318,1,0
PF00189,PF00254,0,0
PF00189,PF00696,0,0
PF00189,PF00271,0,0
PF00189,PF00531,0,0
PF00189,PF05000,0,0
PF00189,PF01131,0,0
PF00189,PF03947,0,0
PF00189,PF00623,0,0
PF00189,PF00573,0,0
PF00189,PF03946,0,0
PF00189,PF04545,0,0
PF00189,PF04055,0,0
PF00189,PF00417,1,1
PF00189,PF01926,0,0
PF00189,PF04983,0,0
PF00189,PF07776,0,0
PF00189,PF01479,0,0
PF00189,PF02774,0,0
PF00189,PF07650,1,1
PF00189,PF05198,0,0
PF00189,PF01193,0,0
PF00189,PF01751,0,0
PF00189,PF02091,0,0
PF00189,PF02620,0,0
PF00189,PF02824,0,0
PF00189,PF02985,0,0
PF00189,PF04180,0,0
PF00189,PF02130,0,0
PF00189,PF01000,0,0
PF00189,PF00505,0,0
PF00189,PF02151,0,0
PF00189,PF00400,0,0
PF00189,PF01336,0,0
PF00189,PF04998,0,0
PF00189,PF00276,0,0
PF00189,PF03719,0,0
PF00189,PF00793,0,0
PF00189,PF07977,0,0
PF00189,PF04997,0,0
PF00189,PF00291,0,0
PF00189,PF02390,0,0
PF08191,PF08191,1,1
PF08751,PF08751,1,1
PF03748,PF06429,0,0
PF03748,PF03963,0,0
PF03748,PF08345,0,0
PF08753,PF08753,1,1
PF01346,PF01479,0,0
PF01346,PF01346,1,1
PF08754,PF08754,0,1
PF04423,PF04423,1,1
PF08205,PF08205,1,1
PF08204,PF08204,0,1
PF04427,PF08164,0,0
PF04427,PF06858,0,0
PF04427,PF09336,0,0
PF04427,PF08243,0,0
PF04427,PF05890,0,0
PF04427,PF05997,0,0
PF04427,PF04427,1,0
PF04427,PF08060,0,0
PF04427,PF08790,0,0
PF07926,PF07926,0,0
PF01343,PF01926,0,0
PF01343,PF06071,0,0
PF01343,PF01343,0,1
PF02606,PF04413,0,0
PF02606,PF03331,0,0
PF02606,PF03548,0,0
PF02606,PF03739,0,0
PF02606,PF02684,0,0
PF02606,PF04613,0,0
PF02606,PF04453,0,0
PF02606,PF03279,0,0
PF10396,PF10396,0,1
PF00508,PF00508,0,1
PF00508,PF00519,0,1
PF00509,PF07686,1,1
PF00509,PF09245,1,0
PF00509,PF00509,1,1
PF00509,PF00969,1,0
PF00509,PF00993,1,0
PF08681,PF08681,1,1
PF07645,PF08919,0,0
PF07645,PF09064,1,1
PF07645,PF10600,0,0
PF07645,PF07645,1,1
PF04355,PF04380,0,0
PF04355,PF08364,0,0
PF04355,PF04378,0,0
PF04355,PF04364,0,0
PF04355,PF09976,0,0
PF04355,PF04546,0,0
PF04355,PF07219,0,0
PF01589,PF01589,1,1
PF01588,PF01728,0,0
PF01588,PF01588,1,1
PF01588,PF03483,1,1
PF00500,PF00500,0,1
PF00501,PF04053,0,0
PF00501,PF01502,0,0
PF00501,PF07479,0,0
PF00501,PF08241,0,0
PF00501,PF02800,0,0
PF00501,PF00521,0,0
PF00501,PF00988,0,0
PF00501,PF07992,0,0
PF00501,PF03477,0,0
PF00501,PF01113,0,0
PF00501,PF01679,0,0
PF00501,PF01041,0,0
PF00501,PF00571,0,0
PF00501,PF00668,0,1
PF00501,PF03435,0,0
PF00501,PF08477,0,0
PF00501,PF01077,0,0
PF00501,PF02826,0,0
PF00501,PF03949,0,0
PF00501,PF07690,0,0
PF00501,PF02985,0,0
PF00501,PF07650,0,0
PF00501,PF04055,0,0
PF00501,PF02874,0,0
PF00501,PF01565,0,0
PF00501,PF01926,0,0
PF00501,PF03144,0,0
PF00501,PF01008,0,0
PF00501,PF01867,0,0
PF00501,PF02772,0,0
PF00501,PF05173,0,0
PF00501,PF02540,0,0
PF00501,PF01052,0,0
PF00501,PF01336,0,0
PF00501,PF00528,0,0
PF00501,PF00501,1,1
PF00501,PF04083,0,0
PF00501,PF01210,0,0
PF00501,PF00561,0,0
PF00502,PF05996,0,0
PF00502,PF02972,1,1
PF00502,PF00502,1,1
PF00502,PF01590,0,0
PF00502,PF01383,1,1
PF00503,PF02188,1,1
PF00503,PF06011,0,0
PF00503,PF04868,0,1
PF00503,PF00621,0,1
PF00503,PF00909,0,0
PF00503,PF07690,0,0
PF00503,PF09128,0,1
PF00503,PF00615,1,1
PF00503,PF01822,0,0
PF00503,PF10160,0,0
PF00503,PF00503,1,1
PF01583,PF01583,1,1
PF01583,PF02463,0,0
PF01583,PF01747,1,1
PF01583,PF03719,0,0
PF01582,PF02176,0,0
PF01582,PF01582,1,1
PF01580,PF09397,0,0
PF01580,PF01580,0,1
PF02601,PF02609,0,0
PF02601,PF05201,0,0
PF02601,PF04461,0,0
PF00238,PF00310,0,0
PF00238,PF00318,0,0
PF00238,PF01541,0,0
PF00238,PF00254,0,0
PF00238,PF02367,0,0
PF00238,PF10506,0,0
PF00238,PF01246,1,1
PF00238,PF00571,0,0
PF00238,PF01245,1,1
PF00238,PF00573,0,0
PF00238,PF08459,0,0
PF00238,PF01451,0,0
PF00238,PF01207,0,0
PF00238,PF01479,0,0
PF00238,PF08220,0,0
PF00238,PF00849,0,0
PF00238,PF02410,0,0
PF00238,PF00483,0,0
PF00238,PF02151,0,0
PF00238,PF01564,0,0
PF00238,PF00270,0,0
PF00238,PF00298,0,0
PF00238,PF00793,0,0
PF00238,PF03946,0,0
PF00238,PF00297,1,1
PF00238,PF00773,0,0
PF00238,PF00466,0,0
PF00238,PF00293,0,0
PF00239,PF03952,0,0
PF00239,PF02796,1,0
PF00239,PF04364,0,0
PF00239,PF00239,1,1
PF00236,PF00236,1,1
PF00236,PF07686,0,1
PF00236,PF00560,1,0
PF07517,PF07517,0,1
PF07517,PF07724,0,0
PF00234,PF00234,1,1
PF00234,PF02701,0,0
PF00235,PF00235,1,1
PF00235,PF00400,0,0
PF00235,PF02181,0,0
PF00232,PF00232,1,1
PF00233,PF00254,0,0
PF00233,PF00233,1,1
PF00233,PF00244,0,0
PF00233,PF02752,0,0
PF00233,PF04868,0,1
PF00233,PF01590,0,1
PF00230,PF02893,0,0
PF00230,PF00230,1,1
PF00231,PF00885,0,0
PF00231,PF02874,0,0
PF00231,PF00306,1,1
PF00231,PF01230,0,0
PF00231,PF02601,0,0
PF00231,PF02583,0,0
PF00231,PF00231,0,1
PF00231,PF00401,1,1
PF00231,PF00400,0,0
PF00231,PF04568,1,1
PF00231,PF04627,1,1
PF00231,PF02152,0,0
PF00231,PF02823,1,1
PF00231,PF01432,0,0
PF02562,PF02562,0,1
PF02562,PF03947,0,0
PF02562,PF03719,0,0
PF04734,PF04734,0,1
PF08060,PF08297,0,0
PF08060,PF08060,0,1
PF09480,PF09480,0,1
PF04739,PF04739,0,0
PF04739,PF04969,0,0
PF10636,PF10636,0,1
PF02600,PF07686,0,1
PF00342,PF00483,0,0
PF00342,PF00342,1,1
PF00342,PF02518,0,0
PF00342,PF00347,0,0
PF00342,PF04055,0,0
PF00342,PF00579,0,0
PF00342,PF01053,0,0
PF00342,PF01602,0,0
PF00343,PF01985,0,0
PF00343,PF05000,0,0
PF00343,PF01281,0,0
PF00343,PF01131,0,0
PF00343,PF00687,0,0
PF00343,PF01245,0,0
PF00343,PF00623,0,0
PF00343,PF01751,0,0
PF00343,PF00343,1,1
PF00343,PF00573,0,0
PF00343,PF04998,0,0
PF00343,PF00956,0,0
PF00343,PF00433,0,0
PF00343,PF04997,0,0
PF00343,PF00397,0,0
PF00343,PF03372,0,0
PF00340,PF07686,0,1
PF00340,PF04503,0,0
PF00340,PF00340,1,1
PF00340,PF05566,0,1
PF00340,PF01582,0,0
PF00341,PF00341,1,1
PF00341,PF07686,0,1
PF00341,PF07654,0,1
PF00341,PF04692,1,0
PF00346,PF10664,0,0
PF00346,PF10588,0,1
PF00346,PF00420,0,0
PF00346,PF10716,0,0
PF00346,PF01058,0,1
PF00346,PF00361,0,0
PF00347,PF03797,0,0
PF00347,PF00586,0,0
PF00347,PF01515,0,0
PF00347,PF08541,0,0
PF00347,PF08666,0,0
PF00347,PF03118,0,0
PF00347,PF01370,0,0
PF00347,PF03947,0,0
PF00347,PF00389,0,0
PF00347,PF00573,0,0
PF00347,PF02800,0,0
PF00347,PF00575,0,0
PF00347,PF00347,1,1
PF00347,PF04055,0,0
PF00347,PF00579,0,0
PF00347,PF01052,0,0
PF00347,PF03454,0,0
PF00347,PF01479,0,0
PF00347,PF00571,0,0
PF00347,PF07650,0,0
PF00347,PF01193,0,0
PF00347,PF01556,0,0
PF00347,PF02866,0,0
PF00347,PF02091,0,0
PF00347,PF00583,0,0
PF00347,PF00825,0,0
PF00347,PF00588,0,0
PF00347,PF02774,0,0
PF00347,PF02620,0,0
PF00347,PF03320,0,0
PF00347,PF01000,0,0
PF00347,PF01842,0,0
PF00347,PF00400,0,0
PF00347,PF02390,0,0
PF00432,PF01679,0,0
PF00432,PF01239,1,1
PF00432,PF04116,0,0
PF00432,PF07711,1,0
PF00432,PF00432,1,1
PF00432,PF04083,0,0
PF00432,PF00560,1,0
PF00432,PF00561,0,0
PF00433,PF00452,0,0
PF00433,PF01652,0,0
PF00433,PF00731,0,0
PF00433,PF00433,1,0
PF00433,PF02827,1,0
PF00348,PF09335,0,0
PF00348,PF00348,1,1
PF00348,PF03947,0,0
PF00348,PF00542,0,0
PF00349,PF00617,0,0
PF00349,PF00349,1,1
PF00349,PF01591,0,0
PF00349,PF03727,1,1
PF00438,PF01433,0,0
PF00438,PF01761,0,0
PF00438,PF02773,1,1
PF00438,PF02772,1,1
PF00438,PF02985,0,0
PF00438,PF00438,1,1
PF00439,PF05965,0,0
PF00439,PF08624,0,0
PF00439,PF07531,0,0
PF00439,PF07571,0,0
PF00439,PF04658,0,0
PF00439,PF02260,0,0
PF00439,PF00464,0,0
PF00439,PF00850,0,0
PF00439,PF00673,0,0
PF00439,PF00572,0,0
PF00439,PF02269,0,0
PF00439,PF04433,0,0
PF00439,PF08601,0,0
PF00439,PF06741,0,0
PF00439,PF00535,0,0
PF00439,PF01857,0,0
PF00439,PF02201,0,0
PF00439,PF01119,0,0
PF00439,PF10198,0,0
PF00439,PF00870,0,0
PF00439,PF08880,0,0
PF00439,PF02800,0,0
PF00439,PF08644,0,0
PF00439,PF02148,0,0
PF00439,PF01883,0,0
PF00439,PF02146,0,0
PF00439,PF03540,0,0
PF00439,PF00789,0,0
PF00439,PF01248,0,0
PF00439,PF00439,1,1
PF00439,PF07039,0,0
PF00439,PF03847,0,0
PF00439,PF01433,0,0
PF00439,PF07522,0,0
PF00439,PF03366,0,0
PF00439,PF04983,0,0
PF00439,PF06068,0,0
PF00439,PF08919,0,0
PF00439,PF00827,0,0
PF00439,PF06001,1,1
PF00439,PF09510,0,0
PF00439,PF02257,0,0
PF00439,PF04855,0,0
PF00439,PF01157,0,0
PF00439,PF00533,0,0
PF00439,PF01218,0,0
PF00439,PF00483,0,0
PF00439,PF10163,0,0
PF00439,PF00956,0,0
PF00439,PF03952,0,0
PF00439,PF02874,0,0
PF00439,PF02174,0,0
PF00439,PF02135,0,0
PF00439,PF05712,0,0
PF00439,PF02291,0,0
PF00439,PF04494,0,0
PF05211,PF05211,0,1
PF06776,PF06776,0,1
PF06778,PF06778,0,1
PF10564,PF10564,0,1
PF03265,PF06068,0,0
PF01267,PF01267,1,0
PF01264,PF07196,0,0
PF01264,PF01855,0,0
PF01264,PF02554,0,0
PF01264,PF01973,0,0
PF01264,PF06429,0,0
PF01264,PF01717,0,0
PF01264,PF04055,0,0
PF01264,PF01264,1,1
PF01264,PF02049,0,0
PF01264,PF07195,0,0
PF01264,PF02775,0,0
PF01264,PF07690,0,0
PF01264,PF08267,0,0
PF01264,PF01751,0,0
PF01264,PF02503,0,0
PF01264,PF03129,0,0
PF01264,PF06421,0,0
PF01264,PF01783,0,0
PF01264,PF02350,0,0
PF01264,PF02151,0,0
PF01264,PF07715,0,0
PF01264,PF03717,0,0
PF01264,PF06434,0,0
PF02602,PF02602,1,1
PF03894,PF09363,0,0
PF03894,PF09364,0,0
PF01265,PF02893,0,0
PF01265,PF06068,0,0
PF01262,PF01262,1,1
PF01262,PF05222,1,1
PF01262,PF02233,0,1
PF04567,PF08423,0,0
PF04567,PF08542,0,0
PF04567,PF09173,0,0
PF04567,PF10584,0,0
PF04567,PF04983,0,0
PF04567,PF07733,0,0
PF04567,PF05000,1,1
PF04567,PF04997,0,0
PF04567,PF04998,1,1
PF04567,PF09377,0,0
PF06352,PF06352,1,1
PF06351,PF06351,1,1
PF03299,PF04487,0,0
PF04565,PF05000,1,1
PF04565,PF10385,0,1
PF04565,PF04998,1,1
PF04565,PF04566,1,1
PF04565,PF04567,1,1
PF01311,PF01514,0,0
PF01311,PF03963,0,0
PF01311,PF03748,0,0
PF01311,PF02120,0,0
PF01311,PF08345,0,0
PF01311,PF02465,0,0
PF01311,PF01706,0,0
PF01311,PF06429,0,0
PF01311,PF02154,0,0
PF01311,PF07559,0,0
PF01311,PF01312,0,0
PF01311,PF01313,0,0
PF01311,PF02049,0,0
PF01311,PF07195,0,0
PF07039,PF10198,0,0
PF00900,PF01873,0,0
PF00900,PF03876,0,0
PF00900,PF08423,0,0
PF00900,PF08071,0,0
PF00900,PF01798,0,0
PF00900,PF01172,0,0
PF00900,PF10584,0,0
PF00900,PF01015,0,0
PF00900,PF01096,0,0
PF00900,PF01092,0,0
PF00900,PF01201,0,0
PF00900,PF01157,0,0
PF00900,PF04566,0,0
PF00900,PF09377,0,0
PF00900,PF01920,0,0
PF00900,PF03463,0,0
PF00900,PF03464,0,0
PF00900,PF03465,0,0
PF04036,PF04036,0,1
PF04036,PF04038,0,1
PF06179,PF10156,0,0
PF06179,PF10280,0,0
PF01517,PF01517,1,1
PF02322,PF02348,0,0
PF02322,PF03641,0,0
PF02322,PF02826,0,0
PF06172,PF06172,1,1
PF02320,PF02939,1,1
PF02321,PF03968,0,0
PF02321,PF03331,0,0
PF02321,PF07244,0,0
PF02321,PF02472,0,0
PF02321,PF03740,0,0
PF02321,PF02470,0,0
PF02321,PF03739,0,0
PF02321,PF02684,0,0
PF02321,PF06835,0,0
PF02321,PF04613,0,0
PF02321,PF02405,0,0
PF02321,PF02321,1,1
PF02327,PF02327,1,1
PF06175,PF06175,0,1
PF08965,PF08965,1,1
PF03404,PF03404,1,1
PF03404,PF03447,0,0
PF03520,PF03520,0,1
PF03527,PF03796,0,0
PF03527,PF03658,0,0
PF01512,PF10589,0,1
PF01512,PF10531,0,1
PF02428,PF02428,1,1
PF07031,PF07031,0,1
PF02138,PF02138,1,1
PF06398,PF06398,0,0
PF04748,PF04748,0,1
PF03381,PF03810,0,0
PF04227,PF04227,0,1
PF04038,PF04038,0,1
PF05859,PF08641,0,0
PF01519,PF01519,0,1
PF02216,PF02216,1,1
PF02216,PF03494,0,1
PF02216,PF07686,0,1
PF02216,PF07654,1,1
PF02217,PF02217,0,1
PF02217,PF08784,1,1
PF02214,PF02214,1,1
PF02214,PF03165,0,0
PF02214,PF04495,0,0
PF06004,PF06004,0,1
PF06003,PF06003,0,0
PF06002,PF06002,1,1
PF02210,PF07686,0,1
PF02210,PF08919,0,0
PF02210,PF02828,0,0
PF02210,PF02210,1,1
PF02211,PF02979,1,1
PF02211,PF02211,1,1
PF03958,PF03958,0,1
PF03958,PF07686,0,1
PF02218,PF02752,0,0
PF02219,PF02219,0,1
PF01909,PF01909,1,1
PF01909,PF09249,1,1
PF01909,PF04364,0,0
PF01909,PF03264,0,0
PF01909,PF04928,1,1
PF01909,PF10391,0,1
PF01909,PF07827,1,1
PF01909,PF06421,0,0
PF01909,PF04926,0,1
PF02130,PF02562,0,0
PF02130,PF02597,0,0
PF02130,PF03947,0,0
PF02130,PF03719,0,0
PF02130,PF02130,1,1
PF01903,PF01903,0,1
PF01902,PF01902,1,1
PF01900,PF01918,0,0
PF01900,PF01900,1,1
PF01900,PF08170,0,0
PF01906,PF01906,1,1
PF01904,PF01904,1,1
PF03180,PF03952,0,0
PF03180,PF03180,0,1
PF03180,PF04055,0,0
PF03185,PF09303,1,0
PF02135,PF08563,0,1
PF02135,PF02703,0,1
PF02135,PF04487,1,1
PF02135,PF08778,1,1
PF03637,PF09727,0,0
PF03637,PF10226,0,0
PF03637,PF07645,0,0
PF03636,PF03636,0,1
PF03635,PF03643,0,0
PF02426,PF02426,0,1
PF03632,PF03636,0,1
PF03632,PF03633,0,1
PF03632,PF03632,0,1
PF03630,PF03630,0,1
PF03054,PF03054,0,1
PF03853,PF03853,1,1
PF01868,PF01900,0,0
PF01868,PF04032,0,1
PF02854,PF02991,0,0
PF02854,PF02854,1,1
PF02854,PF03159,0,0
PF02854,PF03297,0,0
PF02854,PF05492,0,0
PF02854,PF09088,1,1
PF02854,PF05383,0,0
PF02854,PF03801,0,0
PF02854,PF03194,0,0
PF02854,PF04502,0,0
PF02854,PF08082,0,0
PF02854,PF08662,0,0
PF02854,PF09770,0,0
PF02854,PF03467,1,1
PF02854,PF05282,0,0
PF02854,PF09090,1,0
PF02585,PF02585,1,1
PF02582,PF07738,0,0
PF02583,PF03900,0,0
PF02583,PF06071,0,0
PF02583,PF07650,0,0
PF02583,PF10431,0,0
PF02583,PF02875,0,0
PF02852,PF02852,1,1
PF02852,PF07992,1,1
PF02581,PF08241,0,0
PF02581,PF02769,0,0
PF02581,PF02581,1,1
PF02581,PF02682,0,0
PF08207,PF08207,1,1
PF08207,PF09285,0,1
PF02091,PF07650,0,0
PF02091,PF02092,0,0
PF02091,PF02091,1,1
PF02091,PF03719,0,0
PF02091,PF02391,0,0
PF00988,PF03463,0,0
PF00988,PF01346,0,0
PF00988,PF08245,0,0
PF00988,PF02786,1,1
PF00988,PF02787,1,1
PF00988,PF01867,0,0
PF00988,PF01361,0,0
PF00988,PF02826,0,0
PF00989,PF01380,0,0
PF00989,PF04821,0,0
PF00989,PF00989,1,1
PF00989,PF03441,0,0
PF00984,PF03721,1,1
PF00984,PF00984,1,1
PF00984,PF03720,1,1
PF00986,PF03989,0,0
PF00986,PF07517,0,0
PF00986,PF01751,0,1
PF00980,PF05087,0,1
PF00980,PF00980,0,1
PF04421,PF07776,0,0
PF04421,PF04421,1,1
PF00982,PF02358,0,0
PF00982,PF03951,0,0
PF00982,PF00982,1,1
PF00983,PF00983,1,1
PF02102,PF02102,1,0
PF02452,PF02452,1,1
PF02452,PF04014,0,1
